Company,Location ,Title,Name ,Focus,Experience,,,,,,,,,,,,
,Shanghai,Analyst,Siqi Liu,NPL,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Vanica Jon,SEA,,,,,,,,,,,,,
,Hong Kong,Managing Director,Willie Wong,SEA,,,,,,,,,,,,,
,Hong Kong,Vice President,Jeff Chao,SEA,Joined Blue Pool,,,,,,,,,,,,
,Hong Kong,Analyst,David Woo,SEA,,,,,,,,,,,,,
,Hong Kong,Managing Director,Jeff Kim,KOREA,,,,,,,,,,,,,
,Hong Kong,Vice President,Young Han,KOREA,,,,,,,,,,,,,
,Hong Kong,Associate,Hongkyun Hwang,KOREA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
GGV,Shanghai,,Jixin Foo,Global Managing Partner,,,,,,,,,,,,,
,Shanghai,,Eric Xu,Managing Partner,,,,,,,,,,,,,
,Silicon Valley,,Hans Tung,Managing Partner,Joined in 13. Ex Qiming,,,,,,,,,,,,
,Singapore,,Denise Peng,Venture Partner,,,,,,,,,,,,,
,Shanghai,,Haojun Li,Partner,"Joined in 14.Ex Vertex Venture's, Investment Director",,"TM called, presented, will arrange interview",,,,,,,,,,
,Shanghai,,Joshua Wu,Partner,,,,,,,,,,,,,
,Shanghai,,Chao Luo,Principal,"Joined in 12.Ex Jefferies, associate. Ex Tencent, Associate Director. Ex Alibaba, Product Manager.",,,,,,,,,,,,
,Shanghai,,Yusi Chen,Vice President,"Ex Ping An, McKinsey",,,,,,,,,,,,
,Beijing,,Yinghui Kuang,Vice President,ex Baidu,,,,,,,,,,,,
,Shanghai,,Daniel Qiu,Vice President,"Ex Tencent, IDG, Citi",,,,,,,,,,,,
,Beijing,,Peter Yang,Senior Associate,ex JD,,,,,,,,,,,,
,Shanghai,,Lance Shen,Associate,ex BCG,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Shanghai,RMB,Jessie Jin,Partner,Joined in 08. Ex Vertex,,,,,,,,,,,,
,Shanghai,RMB,Fumin Zhuo,Partner,"Joined in 08. Ex SIG, Founding Partner",,,,,,,,,,,,
,Shanghai,RMB,Bruce Yu,Partner,Joined in 08. Ex Shanghai Science & Technology Investment Co,,,,,,,,,,,,
,Shanghai,,Jenny Lee,Managing Partner,"Joined in 05cross border TMT, ex JAFCO",WeChat is available through Linkedin,,,,,,,,,,,
,Shanghai,RMB,Lei Sheng,Vice President,Ex Pacific Epoch,,,,,,,,,,,,
,Shanghai,RMB,Terry Tian,Vice President,Ex The Monitor Group and Roland Berger Strategy Consultants / no e-commerce experience,East Contact,,,,,,,,,,,
,Shanghai,,Erica Yu,Vice President,Joined in 15.Ex China Renaissance,"TM called, presented, will arrange interview",NS's client,,,,,,,,,,
,Shanghai,,Tommy Tang,Sr Assocaite,Joined 3W. Ex McK,,,,,,,,,,,,
,Shanghai,,Vita Weiying Gu,Associate,Joined Easternbell. Joined in 08. Ex EDA for 2 yrs /no e-commerce experience,East Contact,,,,,,,,,,,
,Beijing,,Caiyao Mai,Associate,ex Star-up,,,,,,,,,,,,
,Beijing,,Andy Yu,Associate,Joined Sensetime. Ex IDG Capital Partners,Too junior for WP/ East Contact,,,,,,,,,,,
,Shanghai,,Celia Chen,Senior Analyst,Joined iQu. ex Northern Light,,,,,,,,,,,,
,Shanghai,,Terry Yao,Senior Analyst,Joinedin 14. Ex Tencent.,East Contact,,,,,,,,,,,
,Shanghai,,Klaus Wang,Analyst,"Joined Sequoia. Ex BDA Investment Advisor, Analyst",Too junior for WP/ East Contact,,,,,,,,,,,
,Shanghai,,Rickey Yao,Analyst,"Joined XVC. Ex Carlyle Group, Research Analyst",Too junior for WP/ East Contact,,,,,,,,,,,
,Shanghai,RMB,Kirin Hou,Analyst,Joined in 15. Too junior,,,,,,,,,,,,
,Shanghai,,Haonan Shen,Associate,"Joined in 17, ex BCG 16-17. ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
H Capital,Beijing,Partner,Xiaohong Chen,,,,,,,,,,,,,,
,Beijing,Managing Director,Wenhao Fang,,,,,,,,,,,,,,
,Beijing,Director,Ren Tian,,,,,,,,,,,,,,
,Beijing,Vice President,Yilia Wu,,,,,,,,,,,,,,
,Beijing,Vice President,Limin Chen,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Hillhouse,Beijing,"Partner, Co CIO",Michael Yi,Healthcare,,,,,,,,,,,,,
,Beijing ,Managing Director,Harry Sun,Healthcare,,,,,,,,,,,,,
,Beijing ,Managing Director,Wilson Chen,Healthcare,,,,,,,,,,,,,
,Beijing ,Managing Director,Dong Lv ,Healthcare,,,,,,,,,,,,,
,Beijing ,Executive Director,Troy Chen,Healthcare,,,,,,,,,,,,,
,Beijing ,Executive Director,Jiecheng Zhang,Healthcare,,,,,,,,,,,,,
,Beijing,Executive Director,Michael Gu,Healthcare,,,,,,,,,,,,,
,Beijing ,Vice President,Li Wan,Healthcare,,,,,,,,,,,,,
,Beijing ,Vice President,Hao Zhang,Healthcare,,,,,,,,,,,,,
,Beijing ,Vice President,Justin Zuo,Healthcare,Ex Bain Capital,,,,,,,,,,,,
,Beijing ,Vice President,Bosen Xu,Healthcare,,,,,,,,,,,,,
,Beijing ,Associate,Yiyi Xie,Healthcare,Ex MS,,,,,,,,,,,,
,Beijing ,Associate,Jing Xu,Healthcare,,,,,,,,,,,,,
,Beijing ,Associate,Tuda Si,Healthcare,,,,,,,,,,,,,
,Beijing,Associate,Binsen Li,Healthcare,,,,,,,,,,,,,
,Beijing,Associate,Jia Zhuang,Healthcare,PhD of Biopharmaceuticals,,,,,,,,,,,,
,Beijing,Analyst,Chaofan Guo,Healthcare,,,,,,,,,,,,,
,Beijing,Analyst,Sylvia Chen,Healthcare,,,,,,,,,,,,,
,Beijing,Analyst,Jerry Weng,Healthcare,,,,,,,,,,,,,
,Beijing,Analyst,Dianyong Sun,Healthcare,,,,,,,,,,,,,
,Beijing,Executive Director,Chao Han,Bioventure,,,,,,,,,,,,,
,Beijing,Associate ,William Wan,Bioventure,,,,,,,,,,,,,
,Beijing,Partner,Wei Cao,Consumer,Retiring,,,,,,,,,,,,
,Beijing,Managing Director,Jim He,Consumer,,,,,,,,,,,,,
,Beijing,Managing Director,Sarah Dai,Consumer (early stage),,,,,,,,,,,,,
,Beijing,Executive Director,Carl Ge,Consumer,,,,,,,,,,,,,
,Beijing,Executive Director,Shirley Chen,Consumer,,,,,,,,,,,,,
,Beijing,Executive Director,Zun Wang,Consumer,Ex CMC,,,,,,,,,,,,
,Beijing,Executive Director,Kai Cheng,Consumer,Ex CICC,,,,,,,,,,,,
,Beijing,Vice President,Kevin Lv,Consumer,Ex IDG,,,,,,,,,,,,
,Beijing,Vice President,Libin Wang,Consumer,Ex XIO,,,,,,,,,,,,
,Beijing,Vice President,Billy Yang,Consumer,,,,,,,,,,,,,
,Beijing,Vice President,Stephen Zhang,Consumer: Public Equities,,,,,,,,,,,,,
,Beijing,Vice President,Maggie Shen,Consumer,,,,,,,,,,,,,
,Beijing,Vice President,Li Yang,Consumer,,,,,,,,,,,,,
,Hong Kong,Vice President,Dilong Sun,Consumer,,,,,,,,,,,,,
,Beijing,Associate,Frank Liu,Consumer,,,,,,,,,,,,,
,Beijing,Associate,Yiqing Yang,Consumer,,,,,,,,,,,,,
,Beijing,Analyst,Charles Li,Consumer,,,,,,,,,,,,,
,Beijing,Analyst,Liz Li,Consumer,Ex Bytedance,,,,,,,,,,,,
,Beijing,Analyst,Zizhao Xue,Consumer,,,,,,,,,,,,,
,Beijing,Analyst,Spring He,Consumer,,,,,,,,,,,,,
,Beijing,Analyst,Tiancheng Yan,Consumer,,,,,,,,,,,,,
,Beijing,Analyst,Chang Liu,Consumer,,,,,,,,,,,,,
,Beijing,"Managing Director, Operating Partner",Donald Lv,"High Tech, semiconductor",Ex GS,,,,,,,,,,,,
,Beijing,,Liang Li,High Tech,,,,,,,,,,,,,
,Beijing,,Luke,High Tech,,,,,,,,,,,,,
,Beijing,Vice President,Bin Wang,High Tech,,,,,,,,,,,,,
,Beijing,Vice President,Yuan Zhang,High Tech,,,,,,,,,,,,,
,Beijing,Analyst,Cathy Zhang,High Tech,Ex Citi,,,,,,,,,,,,
,Beijing,Analyst,Simon Zhu,High Tech,Ex CS,,,,,,,,,,,,
,Beijing,Partner,Jian Zhou,AI Partner,,,,,,,,,,,,,
,Beijing,Partner,Liming Huang,to-B,,,,,,,,,,,,,
,Beijing,"Managing Director, Operating Partner",Qiang Li,to-B,Ex China Airline CIO,,,,,,,,,,,,
,Beijing,Executive Director,Yongqiang Xiao,"to-B, IDC, 软件 交易平台 物流 技术",,,,,,,,,,,,,
,Beijing,Executive Director,Xuefei Wu,"to-B, Hardware",,,,,,,,,,,,,
,Beijing,Vice President,Li Tian,"to-B, SaaS",Ex SBCVC; Bytedance; ISIG,,,,,,,,,,,,
,Beijing,Vice President,Yamin Miu,to-B,,,,,,,,,,,,,
,Beijing,Vice President,Libin Wang,"to-B, semiconductor, digitalization",,,,,,,,,,,,,
,Beijing,Vice President,Yaou Wang,"to-B, electrical vehicle, SaaS","Ex Creenoaks, joined in 2018",,,,,,,,,,,,
,Beijing,Associate,Ryan Jiawei Liu,"to-B, semiconductor, Auto",Ex Legend,,,,,,,,,,,,
,Beijing,Associate,Ning Gao,"to-B, SaaS",,,,,,,,,,,,,
,Beijing,Associate,Susie Liu,"to-B, SaaS",,,,,,,,,,,,,
,Beijing,Associate,Tony Lian,to-B,Ex 5Y,,,,,,,,,,,,
,Beijing,Associate,Yucheng Hu,to-B,,,,,,,,,,,,,
,Beijing,Associate,Neng Qiao,"to-B, SaaS",,,,,,,,,,,,,
,Beijing,Associate,Jade Zhang,to-B,"Ex Softbank, joined in 2021",,,,,,,,,,,,
,Beijing,Associate,Mingyu Zhang,"to-B, SaaS VC",Ex Fosun,,,,,,,,,,,,
,Beijing,Associate,Mark Li,to-B ,,,,,,,,,,,,,
,Beijing,Analyst,Tianqi Luo,"to-B, SaaS",,,,,,,,,,,,,
,Beijing,Analyst,Wenchang Huang,to-B,"Ex Warburg, joined in 2018",,,,,,,,,,,,
,Beijing,Analyst,Chenxi Liu,to-B,Joined as Fresh grad in 2019,,,,,,,,,,,,
,Beijing,Analyst,Ge Li,"to-B, SaaS",Joined as Fresh grad in 2020,,,,,,,,,,,,
,Shanghai,Analyst ,Yifan Zhou,Real Estate,"Ex Hony, joined in 2021",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Beijing,Managing Director,Stone Shi,Cross Border,,,,,,,,,,,,,
,Hong Kong,Managing Director,Isabella Luan,Cross Border,,,,,,,,,,,,,
,Hong Kong,Vice President,Steven Ge,Cross Border,,,,,,,,,,,,,
,Beijing,Vice President,Chris Liu,Cross Border,Ex CDH,,,,,,,,,,,,
,Hong Kong,Associate,Woody Lou,Cross Border,,,,,,,,,,,,,
,Beijing,Associate,Derek Yang,Cross Border,Ex Apax,,,,,,,,,,,,
,,Analyst,,Cross Border,,,,,,,,,,,,,
,,Analyst ,,Cross Border,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Beijing,Vice President,Ricky Fang,Industrial/Technology,Ex China V Fund. Joined 2021.,,,,,,,,,,,,
,Shanghai,Vice President,Bin Wang,,"Ex Asia Green Fund, McKinsey, China Everbright. Joined 2021.",,,,,,,,,,,,
,China,Vice President,Ye Le,,"Ex Autohome, Roland Berger, Monitor Deloitte. Joined 2018",,,,,,,,,,,,
,Shanghai,Vice President,Yuanyuan Zhang,,Ex McKinsey. Joined 2021,,,,,,,,,,,,
,Beijing,Vice President,Yichen Zhu,,Ex LGT. Joined 2018,,,,,,,,,,,,
,Beijing,Vice President,Max Qiu,Credit,Ex Carlyle. Joined 2021,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Hillhouse Operating Partner,Beijing,Partner,Luke Li,Oversees the other operating partner,,,,,,,,,,,,,
,Beijing,Operating Partner,Haoyu Shen,Consumer,Ex JD e-commerce CEO,,,,,,,,,,,,
,Beijing,Operating Partner,Qiang Li,to-B,China Airline CIO,,,,,,,,,,,,
,Beijing,Operating Partner,Donald Lv,to-B,Ex GS,,,,,,,,,,,,
,Beijing,Operating Partner,Steven Li,Healthcare,Yum China,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Hony Capital Limited
",Beijing,Founder & CEO,John Linghuan Zhao,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Bing Yuan,,International business,,,,,,,,,,,,
,Beijing,Managing Director,Yong Gaong Cao,Risk control,,,,,,,,,,,,,
,Beijing,Managing Director,Bruce Xiaolong Wang,Consumer and Retail,"Joined Hony in 03, ex Lenovo, ex rocket scientist",,,,,,,,,,,,
,Beijing,Managing Director,Sheng Lin,Healthcare,"Joined Hony in 03, ex Lenovo. No deal sourcing capability",,,,,,,,,,,,
,Shanghai,Managing Director,Eric Shuai Chen,Modern Services,"FIG, Media and Franchise; Less agressive but also has a good reputation. Matured and down to earth, ex Auditor",,,,,,,,,,,,
,Shanghai,Managing Director,Tracy Zhifang Cui,Modern Services,"MBA hire, ex CCTV, 40+",,,,,,,,,,,,
,Shanghai,Managing Director,Changyu Sun,Modern Services,Ex China Life.,,,,,,,,,,,,
,Beijing,Managing Director,Frederic Jun Ma,Consulting business,Joined in 2008. Ex Beijing Goethe Auction,,,,,,,,,,,,
,Beijing,Managing Director,Linda Wang,Finance/CFO,,,,,,,,,,,,,
,Beijing,Managing Director,Manson Xu,Government Relations,Joined in 2003. Ex Lenovo. ,,,,,,,,,,,,
,Beijing,Managing Director,Wen Cindy Chen,TMT/New Energy/General Industries,Ex Lenovo,,,,,,,,,,,,
,Beijing,Managing Director,Xiaobin Bao,Real Estate,"Joined in 2014. Ex Glory Co,. Ltd,.",,,,,,,,,,,,
,Beijing,Managing Director,Xihong Deng,IR,"Ex JPM Banker, #2/#3 joiner",,,,,,,,,,,,
,Beijing,Managing Director,Minglei Guo,Consulting business,Joined in 2008. Ex Win-Win World International Management Consulting,,,,,,,,,,,,
,Beijing,Managing Director,Hong Song,Consulting business,"Coverage, well connected, SOE background, Pharm, ex Hony Consulting",,,,,,,,,,,,
,Beijing,Director,Eric Jia Bin,TMT/New Energy/General Industries,"Internet, new energy. Joined in 2008. Ex GS, Research.",,,,,,,,,,,,
,Beijing,Director,James Zheng,TMT/New Energy/General Industries,"internet focus they did take private 巨人网络, and TPTV",,,,,,,,,,,,
,Shanghai,Director,Alvin Zeng,Modern Services,"Joined in 2010. Ex J P Morgan, Guangyuan Media, Mercer Management Consulting, PricewaterhouseCoopers and Arthur Andersen.",,,,,,,,,,,,
,Beijing,Managing Director,Kevin Huang/Chen,Consumer and Retail,"Promoted '07/16. Heard that he is so-so, up for Director promotion; initially joined as Associate, was Citi's management trainee",,,,,,,,,,,,
,Beijing,Director,Jason Wang,Consumer and Retail,,,,,,,,,,,,,
,Shanghai,Director,Xiaoxin Shao,Consumer and Retail,"to Cons team 2016, ex-Cross border",,,,,,,,,,,,
,Shanghai,Vice President,Joshua Yu Feng,Modern Services,"Will promote to VP at the end of 2014, will not consider to move now.",,,,,,,,,,,,
,Hong Kong,Vice President,Eva Huang,General Pool,"General pool since 2015, ex cross broader",,,,,,,,,,,,
,Beijing,Vice President,Jiong Gu,IR,MBA hire,,,,,,,,,,,,
,Hong Kong,Vice President,Hill Wang,Real Estate,Father is Partner RE at Hony,,,,,,,,,,,,
,Hong Kong,Investment Manager,Jia Shen,Real Estate,Rejoined Hony Capital in 2014.,,,,,,,,,,,,
,Shanghai,Associate,Yingying Huang,Real Estate,"Joined Hony. late 2012. Shanghai. Associate. Ex Citi, 2010-11/2012. Analyst, Trasferred to DCM in mid 2012 works under David Mao. Was in AP RE & Lodging; was Summer Analyst, China Corp Fin, 2006.  Ex ICBC Asia, 2009-2010, Analyst, Private Banking & Wealth Management.  Ex JPM, 2008, Summer Analyst, Worldwide Securities, American Depository Receipt.",,,,,,,,,,,,
,Shanghai,Vice President,Kristine Ying Sun,Finance/SOE,Not moving for personal reason Feb 2017,,,,,,,,,,,,
,Shanghai,Vice President,Marcus Zhang,Media,Wants to fopcus on Media and waiting for VP,,,,,,,,,,,,
,Shanghai,Vice President,David Jiaming Zheng,Education,Joined in 2012. BA from Fudan,,,,,,,,,,,,
,Beijing,Vice President,Steven Suwen Jiang,SOE,Promoted to Associate in 2014. Met Carlyle in 2016,,,,,,,,,,,,
,Beijing,Associate,Xuedi Wang,Consumer,Ex Pwc,,,,,,,,,,,,
,Beijing,Vice President ,James Hao,Consumer,"Columbia Uni, Met Carlyle in 2015",,,,,,,,,,,,
,Hong Kong,Vice President,Alicia Huang,CB/TMT,"General pool , ex cross broader",,,,,,,,,,,,
,Hong Kong,Vice President,Ji Wang (Ms),Healthcare,"Joined in 2013.  family close to John Zhao, not too career driven. +86 138 1154 0319",,,,,,,,,,,,
,Beijing,Vice President,Xi Liu,Healthcare,"Phar. Female, just had a kid, no career aspiration. TM called, no interest to move at all. + 86 186 181 62396",,,,,,,,,,,,
,Beijing,Vice President,Aaron Bao ,Healthcare,Left for Yuanyi Capital(?),,,,,,,,,,,,
,Beijing,Analyst ,Shu Zhang,Generalist ,,,,,,,,,,,,,
,Beijing,Analyst ,Paul Xia,HC joined EQT,"Joined in 2017, Tsing Hua and PKU ",,,,,,,,,,,,
,Shanghai,Analyst ,Chaoyue Liu,Real Estate,"Joined in 2017, SJTU",,,,,,,,,,,,
,Shanghai,Analyst ,Yifan Zhou,Real Estate,Joined Hillhouse,,,,,,,,,,,,
,Shanghai,Analyst ,Xiaohui Pan,,"Joined in 2017, SJTU",,,,,,,,,,,,
,Beijing,GM of Healthcare,Xiaopeng Zhang,Healthcare- Portfolio,Portfolio team.  Joined in 2013. Ex Beijing Cancer Hospital.,,,,,,,,,,,,
,Beijing,Senior Associate,Chilin Xiao,Healthcare,,,,,,,,,,,,,
,Beijing,Analyst ,Toy Hu,TMT/Consumer,,,,,,,,,,,,,
,Beijing,Analyst ,Lu Yang,TMT,,,,,,,,,,,,,
,Beijing,Analyst ,Peiying He,Energy,,,,,,,,,,,,,
,Beijing,Analyst ,Doria Dong,,,,,,,,,,,,,,
,Beijing,Analyst ,Yuntong Zhang,Medical Service,,,,,,,,,,,,,
,Beijing,?,Qinglong Meng,TMT,,,,,,,,,,,,,
,Shanghai,Analyst ,Casper Zhu,Finance/SOE,,,,,,,,,,,,,
,Shanghai,Analyst ,Will Li,Healthcare,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
In Capital,,Founding Partner,Jianbiao Xiang,,,,,,,,,,,,,,
,,Partner,Shun Jiang,,,,,,,,,,,,,,
,Shanghai,Partner,Bing Han,,,,,,,,,,,,,,
,,Partner,Xiaofeng Ni,,,,,,,,,,,,,,
,,Director,Lei Wang,,,,,,,,,,,,,,
,,Director,Zhiyong Tian,,,,,,,,,,,,,,
,,Director,Wei Luo,,,,,,,,,,,,,,
,Beijing ,Director,Kai Fang,,,,,,,,,,,,,,
,Hangzhou,Associate,Steve Muyang Gao,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Hopu ,Beijing,Partner,Fenglei Fang,,,,,,,,,,,,,,
,Beijing,Partner,Dexian Liu,,Ex Temasek,,,,,,,,,,,,
,Beijing ,Partner,Gunther Hamm,Consumer / Tech,Ex Hillhouse,,,,,,,,,,,,
,Beijing,Vice Chairman,Guang Zhu,,Ex  MinMetals,,,,,,,,,,,,
,Beijing,CFO & SManaging Director,Cliff Chau,,,,,,,,,,,,,,
,Beijing,Senior Managing Director,Sunny Xuan Li,,"Ex Pinpoint, ex CICC institutional sales",,,,,,,,,,,,
,Beijing,Senior Managing Director,Simon Yi Chen,Moved to China Merchant Capital as CIO,Ex CICC,,,,,,,,,,,,
,Beijing,Senior Managing Director,Sheng Ding,,Ex oil industry,,,,,,,,,,,,
,Beijing,Senior Managing Director,Wendong Zhang,,"Ex Citi, ex UBS, ex MS, ",,,,,,,,,,,,
,Bejing,Managing Director,Yun Xiong,,was a VP in fund I,,,,,,,,,,,,
,Hong Kong,Managing Director,Jacqueline Zhang,Consumer / Tech,"Joined in 17, Ex TPG",,,,,,,,,,,,
,Hong Kong,Senior Associate,Stella Guan,Consumer / Tech,"Joined in 19, Ex Barclays",,,,,,,,,,,,
,Beijing,Executive Director,Chas Sun,RE,Joined in 15. Ex CBRE Global Investors,,,,,,,,,,,,
,Beijing,Executive Director,Roland Chen,RE&Logistics,Ex DB and CICC.,,,,,,,,,,,,
,Beijing,Executive Director,Ke Peng,,"logistics, supply chain, business services, consumer",,,,,,,,,,,,
,Beijing,Vice President,Frank Huanan Yang ,国企改制,"Joined in 14 after HBS, ex logistic companies",,,,,,,,,,,,
,Beijing,Executive Director,Regina Zhao,国企改制,Joined in 2012.,,,,,,,,,,,,
,Beijing,Senior Associate,Alice Qiu,TMT,"Joined in 18, Ex DB",,,,,,,,,,,,
,Beijing,Senior Associate,Jason Hao Guo,,ex Lazard. Wu Yue's friend,,,,,,,,,,,,
,Beijing,Associate,Peter Xiao,,"Joined in 18, Ex BMO",,,,,,,,,,,,
,Beijing,Associate,Wenjian Zhao,,Joined in 14,,,,,,,,,,,,
,Beijing,Associate,Rui Alex Feng,TMT,"Joined in 18, Ex Citi",,,,,,,,,,,,
,Beijing,Associate,Steve Huang,,"Joined in 19, Ex Citi",,,,,,,,,,,,
,Beijing,Senior Associate,Chuan Wang,,"Joined in 17, Ex CICC",,,,,,,,,,,,
,Beijing,Associate,Michael Siu,,"Joined OCP. Joined in 18, Ex HSBC","Too Senior, 7 years of working experience",,,,,,,,,,,
,Beijing,Executive Director,Xiaowei Chang,Healthcare,,,,,,,,,,,,,
,Beijing,Senior Associate,Jianing Li,Healthcare,,,,,,,,,,,,,
,Beijing,Senior Associate,Sue Su,Healthcare,Left for Alibaba,,,,,,,,,,,,
,Beijing,Associate,Yiming Ge,Healthcare,,,,,,,,,,,,,
,Beijing,Senior Associate,Ruizhi Jin,,"Joined in 2017, PKU",,,,,,,,,,,,
,Beijing,Analyst,Song Gao,,,,,,,,,,,,,,
,Beijing,Analyst,Charlie Cui,,Joined in 16,,,,,,,,,,,,
,Beijing,Analyst,Bingqian (Elsa) Chai,Healthcare,"Joined in 18, PKU",,,,,,,,,,,,
,Beijing,Analyst,Derrick Cheng,,Ex China Rainassance,,,,,,,,,,,,
,Beijing,Analyst,Murphy Meng,,"Joined in 2018, Fresh grad",,,,,,,,,,,,
,Beijing,Analyst,Yang Qin,,"Joined in 2019, Ex CICC",,,,,,,,,,,,
,Beijing,Associate,Tong Wu,,"Joined in 16, fresh grad Renmin U",,,,,,,,,,,,
,Beijing,Analyst,Danny Zheng,,"Left for GenBridge. Joined in 17, Ex ICBCI",,,,,,,,,,,,
,Beijing,Analyst,Keng Rui,RE,"Joined in 18, fresh grad Tsinghua",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Jeneration,Hong Kong,Jason Tan,Founder and Partner,,,,,,,,,,,,,,
,Hong Kong,Jimmy Chang,Founder and Partner,,,,,,,,,,,,,,
,Hong Kong,Tony Zhang,General Partner,,,,,,,,,,,,,,
,Hong Kong,Andy Peng,Partner/PM,,left ,,,,,,,,,,,,
,Hong Kong,Vincent Ho,"Partner, FoF",,,,,,,,,,,,,,
,Hong Kong,Alex Tsang,Director of Operations,,,,,,,,,,,,,,
,Hong Kong,Michael Ling,Head of Corporate Dev,,,,,,,,,,,,,,
,Hong Kong,Laura Chen,"Executive Director of Business Development, China",,,,,,,,,,,,,,
,Hong Kong,Chloe Yang,IR and Corp Dev,,,,,,,,,,,,,,
,Beijing ,Cindy Gong,Executive Director,,,,,,,,,,,,,,
,Hong Kong,Aaron Qian,Principal,,,,,,,,,,,,,,
,Hong Kong,Nick Wang,Associate,,,,,,,,,,,,,,
,Shanghai,Yizhou Hu,Associate,,,,,,,,,,,,,,
,Hong Kong,Billy Ke,Analyst,"Joined in 21, ex HSBC",,,,,,,,,,,,,
,Beijing ,Jingwen Wang,"ED, head of research ",,,,,,,,,,,,,,
,Shanghai,Wenfeng Zhang,Principal,,,,,,,,,,,,,,
,Beijing ,Feiyu Ren,Sr Analyst,"EX momo, BDA 18'",,,,,,,,,,,,,
,Beijing ,Akiada Ai,Analyst,from 新疆,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
KKR Partners,,,,,,,,,,,,,,,,,
,Hong Kong,Partner;TMT,Lucian Schönefelder,,retired ,,,,,,,,,,,,
,Hong Kong,Partner; Head of APAC,Ming Lu,,,,,,,,,,,,,,
,Hong Kong,Partner; Head of GC,Paul Yang ,,Ex CDIB. ,,,,,,,,,,,,
,Beijing,Partner,Chris Sun,"Consumer, Education, Agriculture","joined in 2007, ex Goldman, Sachs&Co.",,,,,,,,,,,,
,Shanghai,Managing Director,Zhen Ji,Industrials,"joined in 2016, ex CITIC Capital",,,,,,,,,,,,
,Shanghai,Director,Kang Xu,"FIG, Fintech",ex Blackstone,,,,,,,,,,,,
,Hong Kong,Director,Karen Zhang,TMT,,,,,,,,,,,,,
,Beijing,Director,Steven Wang,HC,"joined in 2014, ex Tsing Capital/ China Environment Fund",,,,,,,,,,,,
,Beijing ,Director,Jason Wang,"with Chris, consumer","Joined in 12, from Tsinghua",,,,,,,,,,,,
,Beijing,Principal,Edwin Xiao,"EV, Industrial",Joined as a graduate,,,,,,,,,,,,
,Beijing,Principal,Jeff Zhao,Healthcare,"Joined in 19, Ex Primavera",,,,,,,,,,,,
,Beijing,Principal,Ray Jin,Education ,,,,,,,,,,,,,
,Shanghai,Associate ,Jessica Xu,RE,"Joined in 21, Ex Apollo",,,,,,,,,,,,
,Shanghai,Associate ,Sophia Jiang,,Joined in 17 from PKU,,,,,,,,,,,,
,Beijing,Associate ,Yue Liu,,Joined in 18 from PKU,,,,,,,,,,,,
,Beijing,Associate ,Eric Cheung,,"Joined in 17 from PKU, from Macau",,,,,,,,,,,,
,Beijing,Associate ,Grace Zhao,,Joined in 18 from PKU,,,,,,,,,,,,
,Beijing,Associate,Michael Jiang,Tech,"will join in 21, ex Primavera",,,,,,,,,,,,
,Shanghai,Associate,Vera Zhang,Tech,"Joined in 22, ex Permira",,,,,,,,,,,,
,Shanghai,Associate,Kenneth Wang,HC,"Joined in 18, Ex Baring",,,,,,,,,,,,
,Beijing,Analyst,Guodong Sun,Buyout,Joined in 20,,,,,,,,,,,,
,Beijing,Analyst,Kathy Jia,,"Joined in 21, fresh grad",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Legend Capital,Shenzhen,Executive Director,Jason,"TMT, SaaS, 早期",,,,,,,,,,,,,
,Shenzhen,Director,Kunlin (Paul) Chen,"To-B, TMT, ",,,,,,,,,,,,,
,Beijing,Director,Kangdi Du,"To-C, TMT",,,,,,,,,,,,,
,Beijing,Vice President,Shawn Chen,"To-B, IoT",,,,,,,,,,,,,
,Beijing,Vice President,Nelson Liu,,"Joined in 2018, Ex Yunqi",,,,,,,,,,,,
,Beijing,Vice President,Gary Yang,Tech,,,,,,,,,,,,,
,Shenzhen,Vice President,,"TMT, SaaS, 后期",,,,,,,,,,,,,
,Shanghai,Associate,Yinglu Fu,"TMT, SaaS,后期","Joined in 17, Ex ADV",,,,,,,,,,,,
,Beijing,Associate,Lukang Zhou,,"Left for Tencent. Joined in 18, Ex 东方富海，PwC",,,,,,,,,,,,
,Beijing,Associate,Xi Zhou,Healthcare,"Joined in 18, Ex CITIC Capital",,,,,,,,,,,,
,Shanghai,Vice President,Alec Xiong,Healthcare,"Joined in 17, Ex MSQ",,,,,,,,,,,,
,Beijing,Associate,Jaehun Lee,,Joined in 16,,,,,,,,,,,,
